0.011955997	0.16445169	0.054437168	-0.042231046	0.061078794	0.17117766	0.048349306	-0.0138922045	0.052280568	0.07772079	0.07676074	0.060342714	0.0046011643	0.12559187	-0.089773536	0.2193049
-0.14184842	0.3670509	0.3314771	0.107002765	0.17948024	0.01223289	0.21618234	-0.10688528	0.19426294	-0.044201866	-0.3111982	0.17132504	0.30998418	-0.05731778	0.16158056	0.46027493
0.031939544	-0.016350005	-0.0953711	-0.029981302	0.09841926	0.19333059	-0.13370453	-0.117874816	-0.040219754	0.14187868	0.093846746	-0.006821792	-0.027484106	-0.10959325	-0.14354382	0.06362166
0.2020142	-0.041804124	-0.13828997	0.10391052	0.14796308	0.19156633	-0.11929815	0.024202364	0.07641073	0.13850565	0.108341664	-0.11747891	-0.1192758	0.022193672	-0.18891528	0.01759434
-0.038814366	0.06558373	-0.02742697	-0.16206574	-0.09341206	-0.0004913097	0.12923777	0.1204367	0.011222681	-0.108790435	0.16559573	0.14011891	-0.11330573	0.15665428	0.04072474	0.09815002
0.35566947	-0.34939286	-0.2986153	0.21032172	0.2102186	0.4197622	-0.3791396	-0.1525436	-0.018745527	0.41525653	0.1963922	-0.2560916	-0.23879084	-0.296456	-0.45044187	-0.28335652
0.0775352	0.14476399	0.07183392	-0.026286352	0.116786055	0.112879194	-0.06316765	0.033356167	0.10616997	0.027585382	-0.059093356	-0.0028466994	0.086166546	0.09913181	-0.14614038	0.057684008
-0.04453091	0.13011649	0.07266247	-0.114183575	-0.13588747	0.12621182	-0.04825787	-0.116025105	-0.21958163	-0.019710952	-0.047416095	0.13799243	0.060551338	0.046427853	-0.048982784	0.09830684
0.2409938	-0.33277088	-0.348287	-0.16301548	-0.1896152	0.4342406	-0.43094045	0.13664463	-0.3428829	0.29938567	0.36280522	0.018525012	-0.36340144	0.13189614	-0.3693398	-0.33177277
0.18007068	0.05704464	-0.019606102	0.18768466	0.2247263	0.33764845	-0.20361702	-0.21433988	-0.05672396	0.3278245	-0.12120707	-0.1398095	0.022901714	-0.19231583	-0.29890922	0.031710975
0.07724943	0.35322252	0.18837287	0.10372776	0.055120718	0.39084905	-0.16400094	-0.32931352	-0.14228082	0.23325925	-0.2340486	0.10666054	0.30360806	-0.16905434	-0.13406646	0.19950974
-0.18005636	0.129193	0.12732509	-0.35408396	-0.40561345	0.3007435	-0.07728473	-0.09371261	-0.5292394	0.043336533	0.06550919	0.4069196	0.0070157303	0.10664603	-0.003126035	-0.05372015
-0.1353143	-0.1464686	-0.094105944	-0.30371526	-0.27842793	-0.13072082	0.16657804	0.27873728	-0.08724154	-0.17717247	0.35231122	0.20498437	-0.21613131	0.32439372	0.03952854	-0.05425124
0.085328266	0.15753502	0.09488735	0.024378818	0.13467449	0.024879549	0.024418566	0.09378363	0.31124508	0.0012819472	-0.033998236	-0.040214904	0.058664892	0.19882116	-0.043616902	0.16168614
-0.13511471	0.26901868	0.24169892	0.019763116	0.17740935	-0.31482297	0.36015588	0.20847236	0.4177023	-0.21383666	-0.021783778	-0.034730095	0.16473731	0.17979212	0.2268959	0.42327115
-0.28822422	0.4095112	0.3936759	-0.056518838	-0.040002804	-0.052554052	0.23970668	-0.021064244	-0.03302957	-0.12639849	-0.22640154	0.3182763	0.30855286	-0.012626188	0.2801586	0.4223375
-0.25943398	0.20037828	0.2029752	-0.24283643	-0.1906686	-0.2744714	0.358825	0.22024228	0.12355634	-0.26773468	0.097906426	0.31512925	0.03257294	0.3008016	0.2624392	0.35684156
0.13818024	0.052701842	0.0025096124	0.1789975	0.3221747	-0.17591166	0.104399055	0.21760173	0.4616618	-0.028337896	0.06521539	-0.1783243	-0.03465032	0.16920978	-0.10249082	0.10743777
0.46940368	-0.17762372	-0.23173444	0.6590179	0.6779076	0.2807902	-0.37774202	-0.33320028	0.6404474	0.5498515	-0.09619385	-0.55415255	-0.05935747	-0.5616549	-0.36766517	-0.15833496
0.09979437	0.005947279	-0.13905434	-0.08440034	-0.15993159	0.2039126	-0.05718284	0.0457499	-0.04640979	0.04809041	0.12073575	0.059587732	-0.15098964	0.16126963	-0.16361496	-0.09973329
0.22184911	0.010886163	-0.08974236	0.064204596	0.03159272	0.28098318	-0.1865242	-0.09518059	0.022967251	0.25930548	0.05753874	-0.042220958	-0.0004617903	0.0067293383	-0.18022041	-0.07551616
